DBH,Height,Age,Species,Soil_Type,Latitude,Longitude,Timber Price
14.363502971184062,26.66196359547577,28,Pine,Clay,44.56446222368288,-79.028632144991,24.035256875633436
28.767857660247905,58.77108526405223,7,Pine,Loam,42.82844086070503,-77.76399483891781,54.914122785415756
23.299848545285126,88.56512522887675,35,Oak,Sandy,40.91336192119834,-75.85089367641358,80.32409948382498
19.966462104925917,75.9002397768605,28,Pine,Loam,40.697994336799,-76.72637325750779,66.91613572463356
8.900466011060914,82.59050330753047,14,Pine,Clay,42.88236218778877,-77.94397966394072,62.046826506395284
8.899863008405067,69.29050300396456,10,Spruce,Clay,43.80941805931222,-76.6831873299266,49.851145070000904
6.452090304204987,72.30489080660672,16,Maple,Loam,43.90752823871091,-79.4088879396377,52.983270001294265
26.654403644373378,86.42760864087873,16,Oak,Clay,41.37878702220641,-77.99251194717561,83.4507977382483
20.02787529358022,32.470120797326736,31,Spruce,Loam,41.021233794560835,-76.03435731018472,28.28202361643627
22.70181444490114,54.04824672788264,42,Pine,Clay,40.08378152246191,-78.89745606431676,46.59521719953374
5.514612357395061,29.908849763764202,25,Pine,Sandy,43.395995756005846,-79.07019246221292,14.99173763582805
29.24774630404986,98.89012071969823,13,Oak,Sandy,40.3828412921677,-75.24590670041785,95.45206462287064
25.811066020010543,94.9653405717952,6,Maple,Clay,42.10380600882963,-78.95051185206884,77.60188714565274
10.308477766956905,13.54841302316553,44,Oak,Loam,43.008410820091484,-78.69540710174915,3.9160817216724517
9.545624180177516,73.50176552641196,9,Spruce,Sandy,44.68554472459839,-75.15192030547831,63.8665438067873
9.585112746335845,93.27234856740992,45,Oak,Loam,41.55901068477884,-76.32645714867488,64.79727800189913
12.606056073988443,26.25178106146002,36,Pine,Clay,41.2488608122326,-76.50201733488235,23.175099283414454
18.11891079080595,61.11507074973665,43,Spruce,Loam,43.270800771430494,-75.7353680807271,45.00554210243429
15.798625466052894,92.39394678292376,20,Pine,Sandy,43.09619516026791,-79.42088458881602,71.68411719528392
12.280728504951048,13.055138072721896,18,Maple,Loam,41.66054891654062,-76.47021881709996,19.416885033875413
20.296322368059485,72.76782405221559,43,Pine,Loam,44.640509177548935,-77.4815569533588,60.53207139129724
8.487346516301045,36.761410663529574,21,Pine,Clay,44.22431163744817,-75.8542467985793,32.047982179222316
12.303616213380455,93.19565758388774,4,Oak,Clay,41.11991272932541,-77.45929140667403,84.9993820965639
14.159046082342293,97.39524206488309,33,Pine,Clay,41.19571272717262,-76.89879322865544,65.29922194557298
16.4017496054259,94.98398402020905,27,Spruce,Sandy,42.5615017344354,-77.61128936800232,81.96197521873178
24.62939903482534,52.67927949917174,7,Spruce,Sandy,43.8678605086536,-77.60920538222078,49.25299719427833
9.991844553958995,87.58383858903821,6,Maple,Clay,40.22020189694232,-76.16015010969085,70.7166291943405
17.85586096034029,86.00944586815633,15,Spruce,Clay,43.46667576867353,-76.85716799676358,76.92269256302316
19.810364221551062,38.71904259189301,18,Oak,Sandy,43.24117948691048,-76.83368399195295,35.465212317242674
6.161260317999943,84.60239267356096,32,Maple,Sandy,41.15740047956494,-77.74858758084237,67.33514967513133
20.18862129753596,13.330687124394336,11,Spruce,Sandy,43.406765066206745,-77.34445251831237,18.35464551070304
9.263103092182288,63.66428906338477,20,Oak,Sandy,44.70091595626042,-76.27141166897606,52.404027870219245
6.6262898246319875,30.700795355893273,24,Spruce,Clay,40.23392922485884,-75.87029540444041,20.622673236954167
28.72213843133333,20.851019719955094,15,Spruce,Sandy,41.598260276460316,-76.51719298927976,22.717218545840048
29.140800826863984,16.925788146628825,48,Pine,Clay,42.190883583331775,-75.37963505577159,14.809443076997528
25.209933702911528,72.66598982903258,7,Spruce,Loam,44.49630179462345,-75.898379559264,68.8236380622821
12.615344229334267,40.58874673912595,21,Spruce,Loam,44.81130723304578,-77.1906810509524,43.76486146984059
7.441802850159597,75.22900943758853,42,Oak,Sandy,42.22057623248166,-76.64296963678132,62.863640970718336
22.105825662803923,15.882070671904813,26,Oak,Loam,43.75014206071096,-75.36845861539402,15.292089479628839
16.003812343490033,38.37613040475493,44,Pine,Loam,42.65830511882241,-76.9041597787847,30.204098882211333
8.05095587111947,58.55421631378035,14,Spruce,Loam,42.68891467370688,-75.87596526010084,46.63023611685379
17.379422752781757,81.16508483550672,37,Pine,Sandy,41.39049757533178,-76.55594748205006,66.87311233914137
5.85971302788046,38.68772526388629,21,Spruce,Sandy,41.0847812293194,-77.24031819469766,30.974600462763146
27.73301005196955,66.33022387933082,18,Maple,Loam,41.44002672962021,-78.79080902292324,65.96825920822744
11.469499540000424,89.73799734125684,5,Maple,Clay,42.781640036285395,-77.87001240265786,62.01945373391864
21.56305710884955,65.42768693640741,3,Pine,Loam,40.145775930110446,-75.16128587583142,64.3561714329854
12.792776902235275,30.96635272782704,23,Pine,Sandy,44.536244721782026,-76.711173083637,24.574865487296034
18.00170052944527,12.196070340088422,26,Pine,Sandy,40.78141854774888,-77.17802309830505,10.033016965635353
18.66775698358199,88.3088986510837,37,Oak,Sandy,41.100443384356936,-75.33521687235887,76.5522808034683
9.621361388138176,11.914246976534843,24,Oak,Loam,42.591380882238234,-77.06744109481275,16.876200357320805
29.239615694113965,88.72315054157795,49,Oak,Clay,43.5505738316864,-77.36958740791299,79.24334400052639
24.378320584027865,57.60434206244908,19,Pine,Sandy,40.47864527372199,-76.20344572424898,51.87987590591773
28.487473539104727,94.51609286616066,25,Spruce,Sandy,41.58847348773581,-76.43667190506727,79.47658281178636
27.37068376069122,81.89049121962988,21,Maple,Loam,44.843373027871785,-79.03419995795784,59.96651271550112
19.94749947027713,99.81406994800037,12,Pine,Clay,41.31171483390473,-77.64345862712939,88.33758567644564
28.046855875577922,41.564063390653914,41,Oak,Loam,41.565250725315735,-77.63742278590207,41.96975918928427
7.2123125512979875,79.04694600380142,33,Oak,Sandy,44.18249245309017,-78.10887742378327,59.73439552819999
9.89957156047863,46.1737822248318,4,Pine,Clay,40.251072158452274,-77.41353258923874,45.75754260429472
6.130682222763451,53.18880582735179,42,Pine,Clay,42.323065844044855,-77.93446301136427,30.6154345941007
13.133258269081608,66.47549168965331,7,Oak,Sandy,41.89808382225835,-79.00327255264409,57.49082770398821
14.71693224223705,88.63094027677049,22,Spruce,Clay,41.582933799543255,-77.93816756362659,72.61171354459546
11.783725794347397,98.56751222793656,33,Oak,Clay,41.42849797022382,-79.63861526213412,77.59532925824261
25.718437728798232,79.14460724780663,17,Oak,Loam,40.45687052430205,-77.12107068612794,78.61456297741395
13.918833167339733,47.59901039506004,24,Pine,Sandy,41.574129146758246,-75.73172725529444,39.71441377922408
12.023362742184519,47.922130204936316,34,Spruce,Sandy,40.21526201357834,-76.37356457822722,36.075423281178665
18.567402078956214,76.38240714300024,28,Oak,Sandy,43.904819318222174,-78.19802979972944,60.10615935482565
8.523105624369066,31.48994311914721,43,Oak,Sandy,41.99113896979006,-79.56464397211346,27.496404664609603
25.054924518850992,19.94267018182552,41,Maple,Sandy,42.21951916159956,-78.98925300387364,13.125617291992775
6.86376609199427,41.91599418766989,39,Pine,Clay,44.46797293225066,-77.27254829752582,26.399681231895983
29.67217341501293,35.85150924886736,22,Maple,Loam,43.29027491930611,-78.96471458308484,47.586979442087824
24.306119232416435,36.66773084103911,49,Maple,Sandy,40.0402955167106,-77.28013444357516,34.02846077939718
9.96789203835431,31.024697594491894,17,Oak,Loam,44.715874114806425,-78.84200487618051,26.302820836264324
5.13805292809006,13.78838706727257,34,Pine,Loam,41.185722329888556,-75.75538065261964,6.9081963954945085
25.386535711370854,11.608654126007243,6,Spruce,Clay,40.538070923799296,-78.01364263579771,16.048301219702136
22.67143359619043,98.89501507624284,46,Oak,Sandy,43.840640891904414,-78.77224687027754,80.90909263480188
23.225179201024684,48.49958203622761,6,Spruce,Clay,42.50238657933359,-75.9383690987647,47.46292603451546
24.281758667148644,44.58939824437135,34,Spruce,Sandy,42.16885283009009,-78.28580517597274,41.910540926346435
6.851116293352259,71.16825544237628,1,Pine,Clay,41.24751539841371,-79.44256156080608,52.628955572445605
13.961643213606814,29.642849907855776,10,Maple,Loam,42.737357449311595,-77.1479525429818,30.684361571934623
7.896726488128243,95.49650655552028,21,Pine,Sandy,41.37192302601294,-77.09217897781005,81.2287168629119
26.577585646889837,80.77105129739968,5,Spruce,Loam,44.50791502643534,-76.42652162382133,75.8865182357618
20.58245317068895,18.046990208103356,2,Oak,Loam,41.07602239866596,-78.79890283395807,27.5643107183562
13.27245062131623,47.58226982064355,22,Spruce,Clay,44.42177575227877,-77.78114330453877,41.85377254139585
6.588958757150591,89.12064768059483,48,Oak,Sandy,42.797027128636785,-78.58816040478672,61.95229682222089
12.774558042891556,95.02588200622692,2,Oak,Loam,44.1424406694762,-79.59523131942156,76.71535619414175
13.129583050668677,52.06613601248827,10,Pine,Clay,43.56422997930478,-75.61693086492055,41.62575789172166
23.240154458451602,65.2070250289637,34,Spruce,Sandy,43.483475557183745,-76.3556509775583,58.450160098170336
20.93893678388033,25.03305514828677,16,Maple,Sandy,41.62172903847528,-78.492684702706,27.01518685064356
27.180318564408164,99.20517635232788,48,Spruce,Loam,41.16948465736102,-77.00313503564007,89.7297654734749
16.805373129048732,30.850453124509905,39,Spruce,Sandy,41.05443113840394,-78.99368105932764,29.23739962515176
7.989856148457543,94.84585967216131,22,Maple,Loam,44.285958285297944,-75.54881689102115,79.41554072759432
22.831119680574876,68.46819840931316,12,Pine,Sandy,44.1021341012951,-79.42546828319045,65.10552257629908
24.019626215422434,64.69631153909732,24,Spruce,Clay,42.202867640061534,-79.98081427246099,54.15586759238075
19.031929939237408,56.141965991485776,47,Spruce,Loam,40.662023067482274,-77.4899590113041,46.65623424268229
24.274179498864026,30.760283054598283,40,Oak,Loam,41.91126125988729,-77.08436088273565,29.064582018251752
17.344889909109767,25.887522880495744,38,Spruce,Sandy,43.09671727068456,-77.10517339852098,16.09055631617274
18.06832073454985,29.84375881631578,10,Maple,Sandy,42.27201577239976,-79.72744036281087,36.958913713121106
15.68852545896374,26.779443592982908,35,Oak,Loam,43.900946342414976,-78.42978096540784,27.779264478513955
5.63547816860238,80.16260262100779,49,Pine,Sandy,44.98811411125693,-77.50400526579334,51.42707545902213
7.697285674832611,41.51127332500571,32,Oak,Clay,40.955660442244486,-78.91710407186379,27.46868697183823
5.785729642168357,15.205840890705673,7,Maple,Sandy,42.29825409829786,-75.63687057257052,10.907786436446333
20.91026028159451,97.21923671267302,21,Maple,Clay,42.15491950960411,-79.56445355269283,87.07977722993375
12.858899526908168,89.54072964670831,20,Oak,Clay,41.522462663744754,-77.56307779163978,76.53565938309073
17.71426727911757,93.49770548756916,26,Pine,Clay,40.99047758360145,-76.54291971243424,78.6773340935459
27.689161848152324,99.54170403817918,4,Oak,Clay,40.328460582448294,-78.69124449932758,94.04723055661513
11.232305728721872,25.650572429753858,46,Pine,Clay,44.43559658611849,-76.87879631501241,10.498449825936351
15.259573075890744,45.661781701239285,22,Oak,Sandy,42.09924348843159,-75.85307424928813,41.66601830572907
23.888778463576216,78.24146281336822,15,Maple,Clay,42.48447759250024,-79.04831512452476,71.03313260475234
10.71995413729056,72.6418556248413,40,Spruce,Sandy,44.58471024100458,-75.41389704087568,52.07824565572537
6.924497745719824,23.850631570586955,21,Spruce,Clay,43.88145238757974,-77.2322073366882,10.680222759677882
12.243786322844201,83.42498124915559,15,Pine,Loam,40.65250632058592,-78.5038399784947,69.99668394167834
9.030532181350111,30.19965146529946,22,Pine,Clay,42.82709983803871,-77.84570862308864,26.059786744003677
28.242441308564327,30.14358533403608,28,Pine,Loam,42.2112613825978,-78.43904058106806,24.123679912978087
25.203009489110425,58.32769806040722,14,Maple,Clay,43.986055362893815,-76.37444420033341,56.55609354616315
20.835093912760584,63.364594135753286,27,Oak,Clay,43.621162738059745,-76.01849668292434,56.3204210242254
26.78651475469294,62.20775870540301,41,Maple,Clay,43.45202860955536,-75.8353130384067,52.188316625930575
25.091801922477863,18.233815365797938,40,Spruce,Loam,41.70272417739948,-75.0711587520713,21.032144265853155
9.664251472150896,88.97147763673424,28,Pine,Loam,44.02481865199627,-76.04357853751658,69.74599576407626
27.313974962249443,33.90400383298355,26,Oak,Clay,40.26195647797431,-76.99307964655718,36.996045574193374
18.48355604789127,21.656342915452377,49,Spruce,Sandy,40.798124507160836,-78.30389850804109,19.43808702068282
25.186003879101563,89.98732718820794,2,Spruce,Clay,41.67811636488956,-77.27702275644626,86.85689822086975
27.40228249808733,96.0086348406778,25,Spruce,Loam,40.38403720534641,-79.79465913604797,90.59215158881842
12.950086874296597,87.59148555389055,3,Maple,Clay,41.17497138767346,-76.27587462235043,77.63985782418365
7.751298113191919,82.85644672523902,8,Pine,Loam,44.15075491498959,-77.77022227453949,66.17560273290309
10.698379063548542,68.97177825751196,44,Spruce,Loam,44.7412576889504,-79.89988385133906,48.48766191401786
15.677694715656408,59.57716335482254,33,Pine,Loam,41.52301177887095,-79.68746529244794,43.58403427734312
25.45036914806233,17.828808392026914,42,Maple,Clay,41.32257901994419,-78.06266768089122,19.34412950321723
26.518264581408587,46.760789176362884,35,Spruce,Loam,41.399463261232135,-77.08289240490782,50.27432220505722
5.173803263279767,43.54196653110826,6,Maple,Loam,41.388595436754215,-77.67898025523937,34.42821182659073
17.768682564439143,33.37784053842935,39,Maple,Clay,40.179650910929865,-76.90397841353922,30.034654951512856
15.435275078719474,75.10781023197265,23,Pine,Loam,44.634581731655544,-77.59852870604323,59.44248570236205
10.552695261768257,54.628816157089375,25,Spruce,Clay,41.068490707851645,-76.69148077259327,44.9534251323588
7.996634183342071,17.294159431688314,43,Maple,Loam,42.10002037040702,-78.904369676646,15.530380277393885
13.4403792850907,29.81648817548302,19,Spruce,Sandy,40.04843441370484,-79.43578406408189,30.20462004959148
28.57274259781298,71.49328872936363,5,Pine,Sandy,44.289775454575285,-77.0178302268717,62.62694211670161
13.080073300518881,16.851777354127016,11,Maple,Loam,43.655786722274584,-77.57655241531846,20.67493261373878
17.969765543584153,86.60862226438918,12,Pine,Sandy,44.73378017586852,-79.86566172977533,78.95290947727118
22.575473972379445,54.56318743125769,10,Spruce,Clay,43.908077395982,-78.09759057253483,53.80572179733132
14.09074005948235,53.25279195939832,8,Spruce,Sandy,41.56853256026032,-79.46937207254503,51.38521416077153
